joinfield,score_generic,score_black,score_latino,se_generic,se_black,se_latino,n_races_generic,n_races_black,n_races_latino,n_labeled_generic,n_labeled_black,n_labeled_latino
CITY OF CHICAGO:WARD 32 PRECINCT 14,-13.33,-8.7,-19.06,1.69,2.28,2.89,7,3,3,3934,2120,1237
CITY OF CHICAGO:WARD 32 PRECINCT 15,-35.11,-36.56,-38.53,1.66,2.23,2.86,7,3,3,4198,2251,1323
CITY OF CHICAGO:WARD 32 PRECINCT 16,-28.85,-27.45,-32.1,2.57,3.36,4.47,7,3,3,1794,1033,529
CITY OF CHICAGO:WARD 32 PRECINCT 17,-24.31,-22.53,-28.6,1.7,2.26,2.93,7,3,3,3849,2095,1225
CITY OF CHICAGO:WARD 32 PRECINCT 18,3.65,7.77,4.26,2.41,3.57,3.86,7,3,3,1823,820,723
CITY OF CHICAGO:WARD 32 PRECINCT 19,5.46,4.02,9.23,2.46,3.23,4.26,7,3,3,1831,1009,567
CITY OF CHICAGO:WARD 32 PRECINCT 20,-34.6,-31.46,-44.4,1.69,2.34,2.87,7,3,3,3948,2059,1290
CITY OF CHICAGO:WARD 32 PRECINCT 21,9.58,12.54,10.34,1.6,2.27,2.65,7,3,3,4057,1987,1455
CITY OF CHICAGO:WARD 32 PRECINCT 22,10.01,15.89,6.11,1.8,2.43,3.07,7,3,3,3375,1812,1083
CITY OF CHICAGO:WARD 32 PRECINCT 23,-0.85,-2.31,0.64,2.23,3.05,3.79,7,3,3,2196,1143,718
CITY OF CHICAGO:WARD 32 PRECINCT 24,-19.81,-14.99,-25.5,2.95,4.08,5.07,7,3,3,1330,682,433
CITY OF CHICAGO:WARD 32 PRECINCT 25,-8.16,-4.6,-11.53,1.99,2.74,3.41,7,3,3,2779,1419,910
CITY OF CHICAGO:WARD 32 PRECINCT 26,-7.81,-4.48,-10.15,1.77,2.39,3.06,7,3,3,3590,1921,1118
CITY OF CHICAGO:WARD 32 PRECINCT 27,-3.95,4.48,-12.47,1.72,2.37,2.9,7,3,3,3654,1864,1227
CITY OF CHICAGO:WARD 32 PRECINCT 28,-9.53,-9.89,-12.17,3.08,4.28,5.19,7,3,3,1152,583,389
CITY OF CHICAGO:WARD 32 PRECINCT 29,0.95,8.99,-3.72,1.9,2.6,3.22,7,3,3,2963,1534,988
CITY OF CHICAGO:WARD 32 PRECINCT 30,-0.97,9.75,-10.66,1.89,2.41,3.31,7,3,3,3155,1791,942
CITY OF CHICAGO:WARD 33 PRECINCT 01,17.09,9.66,30.59,1.45,2.09,2.38,7,3,3,4895,2342,1790
CITY OF CHICAGO:WARD 33 PRECINCT 02,24.24,25.11,28.73,1.42,2.05,2.33,7,3,3,5099,2432,1868
CITY OF CHICAGO:WARD 33 PRECINCT 03,9.54,5.77,19.53,1.66,2.46,2.69,7,3,3,3762,1715,1438
CITY OF CHICAGO:WARD 33 PRECINCT 04,23.37,19.82,33.41,1.5,2.15,2.48,7,3,3,4654,2244,1647
CITY OF CHICAGO:WARD 33 PRECINCT 05,13.23,8.2,27.27,1.6,2.39,2.55,7,3,3,4052,1827,1596
CITY OF CHICAGO:WARD 33 PRECINCT 06,25.03,20.13,36.29,1.55,2.3,2.48,7,3,3,4267,1939,1681
CITY OF CHICAGO:WARD 33 PRECINCT 07,28.79,29.34,36.26,1.66,2.42,2.66,7,3,3,3694,1732,1426
CITY OF CHICAGO:WARD 33 PRECINCT 08,20.91,18.78,30.78,1.92,2.72,3.16,7,3,3,2825,1405,1019
CITY OF CHICAGO:WARD 33 PRECINCT 09,22.61,19.74,34.04,1.82,2.72,2.9,7,3,3,3102,1390,1236
CITY OF CHICAGO:WARD 33 PRECINCT 10,34.13,39.4,36.46,1.92,2.8,3.14,7,3,3,2811,1315,1045
CITY OF CHICAGO:WARD 33 PRECINCT 11,27.81,28.37,33.91,2.03,3.06,3.25,7,3,3,2500,1088,981
CITY OF CHICAGO:WARD 33 PRECINCT 12,35.92,37.69,43.53,1.67,2.42,2.72,7,3,3,3709,1739,1369
CITY OF CHICAGO:WARD 33 PRECINCT 13,29.2,32.17,34.11,1.75,2.54,2.85,7,3,3,3363,1583,1244
CITY OF CHICAGO:WARD 33 PRECINCT 14,36.48,36.26,43.55,1.58,2.22,2.64,7,3,3,4140,2057,1440
CITY OF CHICAGO:WARD 33 PRECINCT 15,38.41,38.27,47.58,1.8,2.56,2.96,7,3,3,3194,1544,1154
CITY OF CHICAGO:WARD 33 PRECINCT 16,9.79,13.41,9.08,1.54,2.21,2.53,7,3,3,4381,2109,1583
CITY OF CHICAGO:WARD 33 PRECINCT 17,33.34,35.85,36.83,1.61,2.35,2.61,7,3,3,3946,1834,1483
CITY OF CHICAGO:WARD 34 PRECINCT 01,-2.79,2.83,-8.36,2.13,2.95,3.61,7,3,3,2405,1232,802
CITY OF CHICAGO:WARD 34 PRECINCT 02,-9.77,-17.68,-4.28,2.4,3.51,3.95,7,3,3,1906,874,713
CITY OF CHICAGO:WARD 34 PRECINCT 03,-7.5,-2.69,-11.2,2.03,2.54,3.61,7,3,3,2836,1668,773
CITY OF CHICAGO:WARD 34 PRECINCT 04,-12.41,-16.61,-11.42,2.1,3.05,3.46,7,3,3,2470,1165,905
CITY OF CHICAGO:WARD 34 PRECINCT 05,-4.14,1.54,-8.54,1.87,2.55,3.18,7,3,3,3105,1619,1015
CITY OF CHICAGO:WARD 34 PRECINCT 06,-30.19,-23.95,-39.84,2.29,2.97,4.04,7,3,3,2218,1235,651
CITY OF CHICAGO:WARD 34 PRECINCT 07,-34.47,-34.68,-38.75,3.37,4.25,6.02,7,3,3,1039,598,291
CITY OF CHICAGO:WARD 34 PRECINCT 08,-33.59,-28.24,-43.07,2.56,3.6,4.41,7,3,3,1790,879,589
CITY OF CHICAGO:WARD 34 PRECINCT 09,-29.88,-28.76,-34.12,2.18,2.53,3.98,7,3,3,2779,1816,657
CITY OF CHICAGO:WARD 34 PRECINCT 10,-20.33,-19.17,-23.94,3.45,4.27,6.24,7,3,3,1041,629,268
CITY OF CHICAGO:WARD 34 PRECINCT 11,-13.02,-2.78,-23.42,1.99,3.0,3.26,7,3,3,2855,1150,1128
CITY OF CHICAGO:WARD 34 PRECINCT 12,-17.14,-12.29,-21.28,2.42,3.25,4.23,7,3,3,1988,1060,614
CITY OF CHICAGO:WARD 34 PRECINCT 13,-26.14,-19.25,-37.34,2.16,2.84,3.74,7,3,3,2454,1371,743
CITY OF CHICAGO:WARD 34 PRECINCT 14,-35.64,-33.15,-41.96,1.94,2.79,3.22,7,3,3,3033,1432,1099
CITY OF CHICAGO:WARD 34 PRECINCT 15,-8.04,-5.18,-12.84,2.12,3.14,3.45,7,3,3,2407,1070,913
CITY OF CHICAGO:WARD 34 PRECINCT 16,2.57,10.44,-8.22,1.88,2.49,3.27,7,3,3,3107,1671,946
CITY OF CHICAGO:WARD 34 PRECINCT 17,12.14,31.33,-5.3,1.88,2.67,3.17,7,3,3,3017,1453,1004
CITY OF CHICAGO:WARD 34 PRECINCT 18,-6.02,4.03,-20.69,1.86,2.57,3.14,7,3,3,3054,1554,1036
CITY OF CHICAGO:WARD 34 PRECINCT 19,-18.82,-14.32,-29.41,2.06,2.82,3.51,7,3,3,2498,1280,838
CITY OF CHICAGO:WARD 34 PRECINCT 20,-35.02,-33.03,-42.8,2.06,2.53,3.69,7,3,3,2768,1644,756
CITY OF CHICAGO:WARD 35 PRECINCT 01,31.14,11.26,61.39,3.11,4.91,4.65,7,3,3,1068,420,491
CITY OF CHICAGO:WARD 35 PRECINCT 02,28.7,12.86,55.65,2.04,3.13,3.15,7,3,3,2621,1112,1122
CITY OF CHICAGO:WARD 35 PRECINCT 03,35.38,29.11,53.21,2.34,3.52,3.69,7,3,3,1880,830,756
CITY OF CHICAGO:WARD 35 PRECINCT 04,42.18,39.61,52.56,1.99,2.91,3.22,7,3,3,2621,1232,991
CITY OF CHICAGO:WARD 35 PRECINCT 05,54.43,49.08,64.65,1.72,2.46,2.84,7,3,3,3545,1744,1259
CITY OF CHICAGO:WARD 35 PRECINCT 06,48.3,46.64,55.68,1.31,1.94,2.12,7,3,3,6033,2759,2292
CITY OF CHICAGO:WARD 35 PRECINCT 07,46.93,38.53,64.61,1.61,2.39,2.54,7,3,3,4022,1816,1604
CITY OF CHICAGO:WARD 35 PRECINCT 08,33.8,27.67,46.36,2.06,2.99,3.36,7,3,3,2463,1163,905
CITY OF CHICAGO:WARD 35 PRECINCT 09,47.08,48.45,50.56,1.53,2.22,2.48,7,3,3,4428,2089,1640
CITY OF CHICAGO:WARD 35 PRECINCT 10,46.32,44.56,56.26,1.96,2.84,3.21,7,3,3,2696,1270,996
CITY OF CHICAGO:WARD 35 PRECINCT 11,42.41,38.36,53.59,1.68,2.43,2.75,7,3,3,3674,1756,1349
CITY OF CHICAGO:WARD 35 PRECINCT 12,42.27,46.27,41.94,1.5,2.18,2.47,7,3,3,4657,2193,1690
CITY OF CHICAGO:WARD 35 PRECINCT 13,43.45,44.54,51.28,1.94,2.65,3.31,7,3,3,2846,1457,951
CITY OF CHICAGO:WARD 35 PRECINCT 14,46.56,46.61,53.71,2.0,2.89,3.25,7,3,3,2605,1242,966
CITY OF CHICAGO:WARD 35 PRECINCT 15,42.21,37.75,51.87,1.64,2.45,2.61,7,3,3,3857,1719,1504
CITY OF CHICAGO:WARD 35 PRECINCT 16,44.54,40.43,51.79,1.47,2.14,2.41,7,3,3,4794,2257,1749
CITY OF CHICAGO:WARD 35 PRECINCT 17,21.59,24.63,26.31,1.81,2.61,3.01,7,3,3,3184,1518,1133
CITY OF CHICAGO:WARD 35 PRECINCT 18,32.7,29.16,44.79,2.19,3.22,3.55,7,3,3,2160,990,811
CITY OF CHICAGO:WARD 35 PRECINCT 19,33.7,26.3,48.46,1.89,2.75,3.09,7,3,3,2879,1357,1060
CITY OF CHICAGO:WARD 35 PRECINCT 20,10.1,2.42,22.68,2.55,3.53,4.3,7,3,3,1654,848,548
CITY OF CHICAGO:WARD 35 PRECINCT 21,23.24,14.52,35.62,1.84,2.7,2.95,7,3,3,3065,1413,1182
CITY OF CHICAGO:WARD 35 PRECINCT 22,4.31,-2.71,16.06,1.63,2.48,2.58,7,3,3,3993,1705,1630
CITY OF CHICAGO:WARD 36 PRECINCT 01,-15.59,-32.44,7.06,2.59,4.0,4.06,7,3,3,1797,770,760
CITY OF CHICAGO:WARD 36 PRECINCT 02,-4.68,-23.52,20.9,2.49,3.73,3.96,7,3,3,1903,870,760
CITY OF CHICAGO:WARD 36 PRECINCT 03,-9.4,-26.06,15.54,2.76,4.13,4.33,7,3,3,1499,686,614
CITY OF CHICAGO:WARD 36 PRECINCT 04,6.52,-8.58,31.85,2.5,3.67,4.04,7,3,3,1821,840,718
CITY OF CHICAGO:WARD 36 PRECINCT 05,0.94,-9.08,20.31,2.54,3.89,3.95,7,3,3,1778,744,775
CITY OF CHICAGO:WARD 36 PRECINCT 06,2.83,-8.6,22.87,2.75,4.31,4.25,7,3,3,1533,595,699
CITY OF CHICAGO:WARD 36 PRECINCT 07,16.27,3.62,44.32,3.45,5.11,5.58,7,3,3,986,469,369
CITY OF CHICAGO:WARD 36 PRECINCT 08,-0.69,-13.24,19.32,3.48,4.96,5.62,7,3,3,913,440,357
CITY OF CHICAGO:WARD 36 PRECINCT 09,13.11,1.13,33.39,2.15,3.25,3.3,7,3,3,2439,1067,1078
CITY OF CHICAGO:WARD 36 PRECINCT 10,15.75,6.89,35.32,2.4,3.83,3.63,7,3,3,2150,785,1048
CITY OF CHICAGO:WARD 36 PRECINCT 11,16.1,9.0,38.1,2.97,4.63,4.41,7,3,3,1240,500,581
CITY OF CHICAGO:WARD 36 PRECINCT 12,27.87,19.68,52.01,3.31,4.92,5.14,7,3,3,979,437,417
CITY OF CHICAGO:WARD 36 PRECINCT 13,19.38,-2.44,53.24,4.6,7.14,7.16,7,3,3,576,231,259
CITY OF CHICAGO:WARD 36 PRECINCT 14,14.83,13.95,19.36,2.51,3.95,3.89,7,3,3,1827,718,782
CITY OF CHICAGO:WARD 36 PRECINCT 15,26.05,20.04,42.98,3.64,5.72,5.72,7,3,3,867,345,357
CITY OF CHICAGO:WARD 36 PRECINCT 16,10.35,7.44,17.52,3.72,5.91,5.68,7,3,3,835,312,386
CITY OF CHICAGO:WARD 36 PRECINCT 17,38.74,37.78,46.05,2.13,3.1,3.47,7,3,3,2306,1094,843
CITY OF CHICAGO:WARD 36 PRECINCT 18,35.28,34.33,42.58,2.1,3.04,3.48,7,3,3,2391,1142,838
CITY OF CHICAGO:WARD 36 PRECINCT 19,36.97,35.15,44.17,1.77,2.54,2.91,7,3,3,3361,1628,1212
CITY OF CHICAGO:WARD 36 PRECINCT 20,33.2,29.14,42.94,1.79,2.53,2.98,7,3,3,3323,1662,1151
CITY OF CHICAGO:WARD 36 PRECINCT 21,1.46,-4.94,7.55,2.19,3.08,3.71,7,3,3,2386,1237,776
CITY OF CHICAGO:WARD 36 PRECINCT 22,21.68,28.1,21.26,1.9,2.69,3.18,7,3,3,2949,1469,1014
CITY OF CHICAGO:WARD 36 PRECINCT 23,11.73,8.82,17.66,1.97,2.75,3.36,7,3,3,2803,1431,901
CITY OF CHICAGO:WARD 36 PRECINCT 24,17.05,16.83,19.29,1.91,2.8,3.11,7,3,3,2906,1337,1091
CITY OF CHICAGO:WARD 36 PRECINCT 25,9.31,9.8,12.34,1.85,2.65,3.1,7,3,3,3126,1515,1069
CITY OF CHICAGO:WARD 36 PRECINCT 26,14.96,19.07,13.41,2.0,2.7,3.39,7,3,3,2688,1448,882
CITY OF CHICAGO:WARD 36 PRECINCT 27,9.57,3.29,18.19,1.88,2.61,3.16,7,3,3,3107,1601,1034
CITY OF CHICAGO:WARD 37 PRECINCT 01,-1.28,14.16,-24.28,2.31,3.59,3.68,7,3,3,2387,845,1140
CITY OF CHICAGO:WARD 37 PRECINCT 02,11.3,7.97,15.08,2.41,3.77,3.66,7,3,3,1819,722,823
CITY OF CHICAGO:WARD 37 PRECINCT 03,0.75,12.55,-18.77,2.23,3.48,3.48,7,3,3,2313,860,1075
CITY OF CHICAGO:WARD 37 PRECINCT 04,-0.22,14.75,-21.63,2.12,3.27,3.33,7,3,3,2461,975,1083
CITY OF CHICAGO:WARD 37 PRECINCT 05,2.89,16.32,-14.75,2.53,4.04,3.89,7,3,3,1809,644,845
CITY OF CHICAGO:WARD 37 PRECINCT 06,2.16,16.31,-17.4,1.85,2.86,2.91,7,3,3,3358,1294,1517
CITY OF CHICAGO:WARD 37 PRECINCT 07,3.89,12.64,-6.74,2.38,3.71,3.64,7,3,3,2032,769,966
CITY OF CHICAGO:WARD 37 PRECINCT 08,1.83,18.6,-23.37,1.89,2.93,2.92,7,3,3,3075,1201,1395
CITY OF CHICAGO:WARD 37 PRECINCT 09,-1.04,13.69,-21.91,3.11,4.98,4.88,7,3,3,1318,429,610
CITY OF CHICAGO:WARD 37 PRECINCT 10,1.14,13.77,-18.27,2.37,3.63,3.7,7,3,3,1962,798,863
CITY OF CHICAGO:WARD 37 PRECINCT 11,1.46,17.18,-21.84,2.39,3.69,3.71,7,3,3,1925,762,869
CITY OF CHICAGO:WARD 37 PRECINCT 12,-1.58,12.96,-19.24,1.95,3.02,3.01,7,3,3,2951,1134,1371
CITY OF CHICAGO:WARD 37 PRECINCT 13,1.88,12.71,-11.48,2.61,4.15,3.96,7,3,3,1643,597,790
CITY OF CHICAGO:WARD 37 PRECINCT 14,0.93,16.46,-22.86,2.0,3.08,3.12,7,3,3,2766,1102,1244
CITY OF CHICAGO:WARD 37 PRECINCT 15,-0.78,11.94,-21.36,2.06,3.1,3.3,7,3,3,2728,1097,1183
CITY OF CHICAGO:WARD 37 PRECINCT 16,-2.68,10.62,-21.64,1.92,2.98,2.97,7,3,3,2973,1168,1317
CITY OF CHICAGO:WARD 37 PRECINCT 17,1.04,19.92,-22.61,2.6,4.03,4.1,7,3,3,1746,655,790
CITY OF CHICAGO:WARD 37 PRECINCT 18,1.26,13.0,-16.55,2.21,3.46,3.44,7,3,3,2430,877,1145
CITY OF CHICAGO:WARD 37 PRECINCT 19,5.6,13.09,1.6,2.53,3.94,3.89,7,3,3,1753,680,811
CITY OF CHICAGO:WARD 37 PRECINCT 20,0.6,15.65,-22.45,1.96,3.05,3.04,7,3,3,2876,1107,1290
CITY OF CHICAGO:WARD 37 PRECINCT 21,5.33,10.53,-2.5,2.5,3.98,3.82,7,3,3,1851,674,862
CITY OF CHICAGO:WARD 37 PRECINCT 22,6.39,13.44,-1.28,2.27,3.52,3.53,7,3,3,2279,877,1047
CITY OF CHICAGO:WARD 38 PRECINCT 01,-50.48,-78.47,-25.59,1.82,2.7,3.02,7,3,3,4382,2060,1626
CITY OF CHICAGO:WARD 38 PRECINCT 02,-39.48,-62.89,-15.09,2.58,3.87,4.22,7,3,3,2068,945,798
CITY OF CHICAGO:WARD 38 PRECINCT 03,-31.36,-54.95,-6.07,2.16,3.18,3.55,7,3,3,2743,1332,1006
CITY OF CHICAGO:WARD 38 PRECINCT 04,-40.28,-67.34,-14.44,2.44,3.64,4.02,7,3,3,2371,1054,937
CITY OF CHICAGO:WARD 38 PRECINCT 05,-35.59,-54.9,-16.73,1.96,2.97,3.16,7,3,3,3561,1623,1433
CITY OF CHICAGO:WARD 38 PRECINCT 06,-27.88,-58.18,3.48,2.34,3.41,3.85,7,3,3,2243,1082,840
CITY OF CHICAGO:WARD 38 PRECINCT 07,-28.16,-49.46,-3.84,2.08,3.16,3.31,7,3,3,2853,1278,1156
CITY OF CHICAGO:WARD 38 PRECINCT 08,-32.44,-57.92,-6.98,2.37,3.53,3.83,7,3,3,2317,1090,899
CITY OF CHICAGO:WARD 38 PRECINCT 09,-24.38,-44.92,-1.94,2.2,3.28,3.52,7,3,3,2400,1088,963
CITY OF CHICAGO:WARD 38 PRECINCT 10,-25.16,-56.86,10.05,2.48,3.66,3.99,7,3,3,1983,950,764
CITY OF CHICAGO:WARD 38 PRECINCT 11,-44.19,-61.5,-32.65,2.04,2.95,3.36,7,3,3,2791,1314,1049
CITY OF CHICAGO:WARD 38 PRECINCT 12,-30.46,-53.28,-8.09,1.86,2.76,3.03,7,3,3,3549,1659,1358
CITY OF CHICAGO:WARD 38 PRECINCT 13,-25.83,-48.09,0.36,2.62,3.86,4.27,7,3,3,1798,807,738
CITY OF CHICAGO:WARD 38 PRECINCT 14,-31.97,-53.44,-10.37,2.2,3.32,3.5,7,3,3,2528,1124,1033
CITY OF CHICAGO:WARD 38 PRECINCT 15,-22.79,-47.85,3.13,2.27,3.4,3.63,7,3,3,2232,990,919
CITY OF CHICAGO:WARD 38 PRECINCT 16,-21.13,-39.12,-0.85,1.87,2.72,3.05,7,3,3,3443,1623,1331
CITY OF CHICAGO:WARD 38 PRECINCT 17,-20.76,-31.43,-7.86,1.98,2.87,3.25,7,3,3,2982,1429,1102
CITY OF CHICAGO:WARD 38 PRECINCT 18,-12.07,-22.34,1.83,1.79,2.66,2.85,7,3,3,3458,1578,1370
CITY OF CHICAGO:WARD 38 PRECINCT 19,-15.11,-34.91,9.8,1.71,2.58,2.71,7,3,3,3835,1658,1608
CITY OF CHICAGO:WARD 38 PRECINCT 20,-13.39,-26.68,4.3,1.87,2.78,3.01,7,3,3,3154,1426,1251
CITY OF CHICAGO:WARD 38 PRECINCT 21,-9.0,-17.85,4.89,1.65,2.44,2.66,7,3,3,3927,1791,1542
CITY OF CHICAGO:WARD 38 PRECINCT 22,-7.07,-19.96,10.72,2.12,3.15,3.42,7,3,3,2537,1126,1023
CITY OF CHICAGO:WARD 38 PRECINCT 23,-10.01,-19.76,3.87,1.67,2.46,2.67,7,3,3,3859,1776,1520
CITY OF CHICAGO:WARD 38 PRECINCT 24,-16.98,-28.9,-1.75,1.75,2.55,2.84,7,3,3,3621,1704,1393
CITY OF CHICAGO:WARD 38 PRECINCT 25,-4.94,-7.99,2.14,1.56,2.26,2.52,7,3,3,4355,2052,1684
CITY OF CHICAGO:WARD 39 PRECINCT 01,-34.71,-45.81,-27.12,1.88,2.75,3.1,7,3,3,3189,1483,1182
CITY OF CHICAGO:WARD 39 PRECINCT 02,-33.71,-39.97,-31.72,2.47,3.59,4.14,7,3,3,2073,864,853
CITY OF CHICAGO:WARD 39 PRECINCT 03,-4.34,-2.63,-3.23,2.25,3.14,3.78,7,3,3,2159,1082,739
CITY OF CHICAGO:WARD 39 PRECINCT 04,-33.8,-48.0,-18.48,2.02,2.92,3.39,7,3,3,2999,1425,1076
CITY OF CHICAGO:WARD 39 PRECINCT 05,-1.53,-5.29,9.92,2.25,3.25,3.69,7,3,3,2105,1005,778
CITY OF CHICAGO:WARD 39 PRECINCT 06,3.78,-7.94,21.76,2.52,3.76,4.08,7,3,3,1710,753,671
CITY OF CHICAGO:WARD 39 PRECINCT 07,-0.75,-10.38,14.02,2.48,3.73,3.96,7,3,3,1712,752,676
CITY OF CHICAGO:WARD 39 PRECINCT 08,6.58,-9.89,30.19,2.48,3.73,4.02,7,3,3,1872,797,757
CITY OF CHICAGO:WARD 39 PRECINCT 09,-6.05,-14.31,6.33,2.62,3.87,4.3,7,3,3,1675,726,664
CITY OF CHICAGO:WARD 39 PRECINCT 10,25.34,31.34,24.19,2.27,3.22,3.7,7,3,3,2022,1007,736
CITY OF CHICAGO:WARD 39 PRECINCT 11,-11.14,-23.97,4.88,2.54,3.72,4.19,7,3,3,1719,784,641
CITY OF CHICAGO:WARD 39 PRECINCT 12,-1.22,-12.3,12.72,2.02,3.0,3.26,7,3,3,2815,1223,1141
CITY OF CHICAGO:WARD 39 PRECINCT 13,-7.2,-11.1,-0.97,1.66,2.41,2.75,7,3,3,3898,1824,1417
CITY OF CHICAGO:WARD 39 PRECINCT 14,-44.09,-60.63,-30.54,1.64,2.44,2.7,7,3,3,4416,2020,1636
CITY OF CHICAGO:WARD 39 PRECINCT 15,6.23,-2.88,17.79,1.86,2.69,3.04,7,3,3,3100,1446,1166
CITY OF CHICAGO:WARD 39 PRECINCT 16,-0.71,-4.99,6.89,2.39,3.53,3.91,7,3,3,1930,877,723
CITY OF CHICAGO:WARD 39 PRECINCT 17,-31.73,-46.06,-18.22,1.6,2.37,2.65,7,3,3,4570,2103,1672
CITY OF CHICAGO:WARD 39 PRECINCT 18,-27.26,-47.1,-5.79,2.5,3.66,4.13,7,3,3,1868,885,670
CITY OF CHICAGO:WARD 39 PRECINCT 19,18.21,14.07,27.37,1.63,2.41,2.63,7,3,3,3997,1804,1561
CITY OF CHICAGO:WARD 39 PRECINCT 20,-24.01,-41.19,-4.73,2.13,3.1,3.58,7,3,3,2676,1257,958
CITY OF CHICAGO:WARD 39 PRECINCT 21,11.97,12.6,14.47,1.8,2.62,2.92,7,3,3,3241,1515,1238
CITY OF CHICAGO:WARD 39 PRECINCT 22,-30.39,-52.37,-10.31,2.47,3.64,4.06,7,3,3,1900,857,720
CITY OF CHICAGO:WARD 39 PRECINCT 23,-39.24,-51.58,-30.82,5.07,7.49,8.23,7,3,3,430,194,167
CITY OF CHICAGO:WARD 39 PRECINCT 24,7.54,7.12,10.26,2.07,3.01,3.42,7,3,3,2467,1155,887
CITY OF CHICAGO:WARD 39 PRECINCT 25,17.71,22.04,17.6,2.3,3.57,3.6,7,3,3,1997,813,828
CITY OF CHICAGO:WARD 39 PRECINCT 26,9.58,2.62,22.4,2.62,3.86,4.28,7,3,3,1555,708,589
CITY OF CHICAGO:WARD 39 PRECINCT 27,-21.76,-37.51,-6.66,2.48,3.64,4.04,7,3,3,1873,852,744
CITY OF CHICAGO:WARD 39 PRECINCT 28,-1.2,-8.61,4.79,2.27,3.33,3.69,7,3,3,2023,927,757
CITY OF CHICAGO:WARD 39 PRECINCT 29,-45.34,-60.95,-37.56,3.04,4.78,4.68,7,3,3,1136,438,497
CITY OF CHICAGO:WARD 39 PRECINCT 30,-15.29,-34.82,5.18,2.93,4.19,4.89,7,3,3,1373,697,467
CITY OF CHICAGO:WARD 39 PRECINCT 31,-26.6,-40.23,-13.38,2.48,3.55,4.16,7,3,3,1877,932,637
CITY OF CHICAGO:WARD 39 PRECINCT 32,-24.74,-36.06,-13.46,1.56,2.26,2.58,7,3,3,4676,2222,1718
CITY OF CHICAGO:WARD 39 PRECINCT 33,-30.18,-37.33,-23.37,2.56,3.68,4.29,7,3,3,1741,826,617
CITY OF CHICAGO:WARD 39 PRECINCT 34,-35.71,-53.5,-18.67,2.41,3.52,4.03,7,3,3,2086,968,758
CITY OF CHICAGO:WARD 39 PRECINCT 35,-6.58,-9.88,-2.11,1.77,2.59,2.88,7,3,3,3479,1588,1329
CITY OF CHICAGO:WARD 40 PRECINCT 01,2.52,2.5,5.0,1.89,2.74,3.09,7,3,3,2941,1368,1107
CITY OF CHICAGO:WARD 40 PRECINCT 02,9.61,7.06,13.02,1.75,2.63,2.81,7,3,3,3433,1483,1367
CITY OF CHICAGO:WARD 40 PRECINCT 03,12.36,10.68,15.18,1.8,2.68,2.89,7,3,3,3240,1415,1281
CITY OF CHICAGO:WARD 40 PRECINCT 04,0.43,-6.95,9.75,1.94,2.89,3.14,7,3,3,2933,1265,1181
CITY OF CHICAGO:WARD 40 PRECINCT 05,13.71,7.55,22.27,2.13,3.1,3.49,7,3,3,2401,1114,922
CITY OF CHICAGO:WARD 40 PRECINCT 06,2.81,0.86,4.24,1.99,2.98,3.19,7,3,3,2656,1151,1067
CITY OF CHICAGO:WARD 40 PRECINCT 07,20.61,16.89,27.14,1.8,2.68,2.88,7,3,3,3150,1408,1233
CITY OF CHICAGO:WARD 40 PRECINCT 08,-1.96,-8.7,6.83,2.33,3.35,3.85,7,3,3,1979,949,720
CITY OF CHICAGO:WARD 40 PRECINCT 09,7.57,6.25,9.1,1.78,2.62,2.88,7,3,3,3433,1547,1326
CITY OF CHICAGO:WARD 40 PRECINCT 10,13.31,18.98,13.37,1.42,1.95,2.4,7,3,3,5176,2658,1750
CITY OF CHICAGO:WARD 40 PRECINCT 11,-1.7,-8.07,8.5,1.83,2.65,3.03,7,3,3,3346,1588,1214
CITY OF CHICAGO:WARD 40 PRECINCT 12,9.1,11.92,9.97,1.69,2.41,2.81,7,3,3,3680,1761,1312
CITY OF CHICAGO:WARD 40 PRECINCT 13,18.5,27.87,13.69,1.69,2.37,2.84,7,3,3,3648,1792,1252
CITY OF CHICAGO:WARD 40 PRECINCT 14,28.5,37.15,24.4,1.45,2.06,2.4,7,3,3,4949,2378,1755
CITY OF CHICAGO:WARD 40 PRECINCT 15,25.07,34.0,20.65,1.69,2.4,2.79,7,3,3,3610,1750,1297
CITY OF CHICAGO:WARD 40 PRECINCT 16,26.23,33.13,24.89,1.74,2.51,2.87,7,3,3,3397,1602,1240
CITY OF CHICAGO:WARD 40 PRECINCT 17,18.18,22.81,18.22,1.72,2.4,2.89,7,3,3,3566,1782,1221
CITY OF CHICAGO:WARD 40 PRECINCT 18,20.77,22.99,23.23,1.65,2.32,2.77,7,3,3,3894,1922,1338
CITY OF CHICAGO:WARD 40 PRECINCT 19,14.66,24.4,11.09,1.7,2.35,2.88,7,3,3,3644,1844,1219
CITY OF CHICAGO:WARD 40 PRECINCT 20,12.69,15.8,13.16,1.59,2.26,2.65,7,3,3,4154,1998,1454
CITY OF CHICAGO:WARD 40 PRECINCT 21,27.43,34.27,24.37,1.7,2.36,2.88,7,3,3,3641,1821,1223
CITY OF CHICAGO:WARD 40 PRECINCT 22,30.05,36.33,30.32,1.45,2.07,2.42,7,3,3,4921,2371,1733
CITY OF CHICAGO:WARD 40 PRECINCT 23,17.8,26.11,13.28,1.42,2.01,2.35,7,3,3,5195,2535,1851
CITY OF CHICAGO:WARD 41 PRECINCT 01,-32.25,-52.05,-11.81,2.63,3.84,4.45,7,3,3,2188,1011,828
